Product Name,Product Des,Price,Version,Update Date,Developer,Tag,Product Cate,demo url,dev url
JetAppointment – Appointment plugin for Elementor,"JetAppointment is an Appointment plugin for Elementor. Setting the appointment has never been that easy. Enjoy a guided wizard. We arranged the easy steps for you: customize the services and the providers, add the new fields to your form (comments, phone numbers, etc.), set the company’s agenda and get the ultimate premade forms.

Accomplish your goals in combo with the JetEngine plugin. It is fully packed with the essential options: add the different custom field types, set the page breakers, tune the notification settings, play with the style and much more.

Must-have features for every appointment plugin:

Automate pay solutions with WooCommerce. With this option, you can get all payment systems available from WooCommerce modules whether it’s PayPal or cash on delivery method.

Appointment layouts. Display the appointments as a self-explanatory listing. Use the Listing Grid and Dynamic Field widgets to output the essential details.

Smart notifications. Set up the requested notification types like Insert appointment, Redirect to Page, Send Email, etc. to ensure the services are booked smoothly.

Custom templates. Tune the front-end display of the available providers and services by creating and applying templates to the Provider/Service fields.

12 custom field types. Mix and match the field types to make each booking as informative as possible.

Single-page booking. Let the clients book the services they need right from the Provider’s single page.

Page breakers. Use this option to separate the Form blocks on the Appointments page.

Days off. Add holidays and rest days to a schedule.

Buffer time. Arrange the buffer time before/after the service sessions.

Set working hours. Adjust the default schedule for all of the services in one place. Later, you can edit it if needed.

Full appointments details. Find all the payment information in the special settings columns.

Support for multiple services. No matter how many different services do you provide, you can add all of them to the JetAppointment plugin, configuring individual duration, price, and other parameters.

Use single forms. Create single pages for services where the current service is set by default and obtain the appointment functionality in a simple way.

Customize calendar labels. Activate the Use Custom Labels option to easily change default weekdays and month labels.

Capacity. Set the maximum capacity per any given service and embed the data in the time slot within your Booking Calendar.

",5,2.0.0,17/09/2022,ZEMEZ,"Booking, Elementor Addons",Plugins > Elementor Pro,https://crocoblock.com/plugins/jetappointment/,https://crocoblock.com/plugins/jetappointment/
JetThemeCore Plugin,"The description for JetThemeCore – Create any website from ready-made pages is not yet ready, you can click the Developer website link directly below the title on this page and read the detailed description of JetThemeCore on the developer's website.

",5,1.2.2,02/07/2021,ZEMEZ,"Elementor Addons, Interface",Plugins > Elementor Pro,https://crocoblock.com/jetthemecore/,https://crocoblock.com/jetthemecore/
Elegant Themes – Bloom,"The description for Elegant Themes – Bloom is not yet ready, you can click the Developer website link directly below the title on this page and read the detailed description of Bloom on the developer's website.",5,1.3.12,21/04/2021,ElegantThemes,Newsletters,Plugins > Elegant Themes,https://www.elegantthemes.com/documentation/bloom/overview/,https://www.elegantthemes.com/plugins/bloom/
Elegant Themes – Monarch,"The description for Monarch – The Best Social Media Sharing Plugin For WordPress is not yet ready, you can click the Developer website link directly below the title on this page and read the detailed description of Monarch on the developer's website.",5,1.4.14,21/04/2021,ElegantThemes,Social,Plugins > Elegant Themes,https://www.elegantthemes.com/preview/Monarch/,https://www.elegantthemes.com/plugins/monarch/
Elegant Themes – Divi Builder WordPress Plugin,"Divi is one of the most popular Wordpress plugins in the world and the ultimate WordPress Page Builder. Divi takes WordPress to a whole new level with its incredibly advanced visual builder technology. You've never built a WordPress website like this before. Divi is more than just a WordPress theme, it's a completely new website building platform that replaces the standard WordPress post editor with a vastly superior visual editor. It can be enjoyed by design professionals and newcomers alike, giving you the power to create spectacular designs with surprising ease and efficiency. Key features:

Drag & Drop Building. Add, delete and move elements around on the front end of your website. No coding and no confusing back end options. True Visual Editing. Design your page in real time and see the results instantly. Create and customize your pages using intuitive visual controls. Custom CSS Control. Developers can easily combine Divi's visual design controls with their own custom CSS. Divi's interface is simple yet not limiting. Responsive Editing. Building beautiful responsive websites is easy. Divi is responsive by nature and also gives you full control over how your website looks on mobile devices. Border Options. Add borders to any element using Divi's robust border editor. Create rounded corners. Control border sizes, colors and styles and create unique effects by adjusting each edge of your element individually. Advanced Code Editing. Enjoy a fully-featured code editor that makes writing and editing code so much easier and enjoyable. Features include syntax highlighting, error reporting, auto-complete, color picking, multi-line select, search, find and replace and more. Add custom CSS to any element or add your own code to any page using the Divi code module. Filters & Effects. Easily adjust and enhance the appearance of any element using a range of filters and effects, including Hue, Saturation, Brightness, Contrast, Invert, Blur, Opacity and Sepia. Create stunning designs using background blend modes. Animations. Easily add animations to any element. Apply simple animations using Divi's animation presets, or build your own animations by customizing the animation type, speed and direction. Wow your visitors as they scroll down the page with stunning animations that trigger when elements come into view.
Copy & Paste Styles. The ability to copy and paste styles across elements is an absolute game changer. In Divi, anything can be copied from one element and pasted onto another. You can copy individual settings, groups of settings or even copy an element's entire design and transfer it to another element on the page. No need to open up design settings and edit things over and over again. Just copy and paste.

",5,4.18.0,14/08/2022,ElegantThemes,Builders,Plugins > Elegant Themes,https://www.elegantthemes.com/documentation/divi/visual-builder/,https://www.elegantthemes.com/plugins/divi-builder/
Polylang Pro,"Polylang Pro Nulled the far more popular multilingual plugin accessible in the WordPress repository, with over 500,000 installs. As usual, you just type up your articles, pages, then categorize and translate them as you normally would. If translation is available, it's optional. The versatility of Polylang Pro enables you to build a multi-lingual WordPress website. As you've done in the past, you publish articles, pages, and categories, as well as tag posts. Translation of a post is optional.

Translate your content and your whole website. You can translate posts, pages, media, categories, tags, and custom post types such as taxonomies, widgets, navigation menus, and URLs as well as custom post types, taxonomies, widgets, navigation menus, and URLs using Polylang Pro.
Effecient and simple to implement. The primary tasks to create a language are to (1) create your languages, (2) add a language switcher, and (3) translate. Polylang will not interfere with your usual web habits by seamlessly integrating into the WordPress admin panel. Content duplication is also taken into consideration, leading to a streamlined process.
Exceptional performance. Polylang Pro does not need additional tables, and it is not reliant on shortcodes that are lengthy to analyze. There are no customizations or plugins involved (taxonomies). Also, you don't need much RAM or affect your website's speed. Additionally, it works with cache plugins in many other web browsers.
Search Engine Optimization-friendly. Polylang Pro Nulled is compatible with a wide range of SEO plugins, including important SEO plugins, and has the capability to handle multilingual SEO, such as hreflang and opengraph tags. It gives you the choice to utilize either one folder, one subfolder, or one domain for each language.
There are no limits on the number of languages you may utilize. You may find scripts for RTL. WordPress has its own language packs that are downloaded and updated automatically.
Post translation, page translation, media translation, categories translation, post translation tags, menu translation are all feasible. All the customizable post kinds, taxonomies, and so on, along with standard WordPress widgets like RSS feeds and Sticky Posts, are supported.
You may either define your language by your content or by the language code in the URL, or you can use one language per URL domain.
When creating a new post or page translation, the original content, categories, post tags, and perhaps additional metadata (for example, tags) can be automatically transferred to the destination. To look the same in various languages, two postings may even be synced.
The user is given a configurable language changer, either as a widget or as part of the navigation menu.
NB: Polylang is also required if you operate a WooCommerce store. Some users may regard the Polylang Pro bundle and the Polylang for WooCommerce package to be a good deal.
Download Polylang Pro and see more features of Pro version using the list below.
Create, manage pages, posts, media, categories, tags
Premium members may translate post types and taxonomies
Create menus and widgets in another language
One possible option is to use subdirectories, subdomains, or different domains
WPML API interoperability
To have the same URL slug, translations may share the same URL
Translate URLs' slugs (custom post types, taxonomies and much more...)
While translating, duplicate the content
Activate or deactivate languages",5,3.2.7,24/09/2022,Wp Syntex,Multilingual,Plugins,https://polylang.pro/,https://polylang.pro/
Polylang for WooCommerce,"Polylang for WooCommerce allows you to combine the power of two popular WordPress plugins to create a multilingual shop.

This plugin must be used in combination with WooCommerce and Polylang. It allows you to translate the WooCommerce pages, simple, variable and grouped products, categories, tags, attributes directly in the WooCommerce interface. Common data such as the stock and prices are automatically synchronized across products translations. It is also compatible with the CSV import and export tools available in WooCommerce since the version 3.1. The cart is synchronized across languages. And of course, emails are sent to customers in their language.

Some popular extensions such as WooCommerce Subscriptions, Product Bundles, WooCommerce Bookings, Table Rate shipping, Dynamic Pricing, Follow-Ups, Min/Max Quantities, Variation Swatches and Photos have been integrated too.

This extension can be used either with the free version of Polylang or in combination with Polylang Pro.

Polylang for WooCommerce features:

Translate products, categories, tags, global attributes
Synchronize categories, tags, shipping classes, attributes, images, galleries, stocks across product translations
Duplicate a product and its translations in 1 click.
Send emails in customer's language
Polylang Business Pack additional features:

Synchronisation of the cart across domains
Translations can share the same slug in the URL
Translate slugs in URLS
Duplicate the content when creating a translation
Enable or disable languages
REST API Support
Additional integration with ACF Pro
",5,1.7.0,28/08/2022,Wp Syntex,"Multilingual, WooCommerce",Plugins,https://polylang.pro/downloads/polylang-for-woocommerce/,https://polylang.pro/downloads/polylang-for-woocommerce/
Addons for Elementor Pro (Premium),"Addons for Elementor Pro Nulled is a ready to use Addon elements created for Elementor page builder with extensive customization options that stand out from the crowd. Addons designed and developed with exceptional attention to detail. We don't overwhelm you with plain looking elements forcing you to customize endlessly to achieve desired look. Instead we bundle elegant styles with each addon for you to pick and choose, styles that don't require extensive customization. With 14,570+ customers worldwide, our work has been featured on leading sites for web design.

Advantages:

Enhance Theme. No need to switch to a premium theme to get new features. We have got everything covered here with premium elements.

Beautiful Design. First thing you notice when you try our addons - focus on details and unmatched design for a product of this kind.

Ease of Use. We don't force you to endlessly customize to achieve that perfect look. Instead, we bundle built-in styles to free your time.

Fast Loading. Along with focus on design and usability, performance is core to the success of this addons plugin.

Quality Code. With over 8 experience with WordPress development, we care to deliver a quality product.

Mobile Optimized. All addon elements are well tested on devices of all sizes. Usability and ease of use is important to us.

Sample Data. To get started quickly on the addons, the premium version of the plugin comes with demo data import.",5,6.14,04/09/2021,Livemesh Themes,"Elementor Addons, Interface",Plugins > Elementor Pro,https://livemeshelementor.com/addons-demo/#demo-section,https://www.livemeshthemes.com/products/elementor-addons/
WP Rocket – Make WP Load Fast in a Few Clicks,"WP Rocket is a full cache plugin that comes with many features:

Caching of all the pages for quick viewing
Preloading the cache of files using two bots in Python
Reduction of the number of HTTP requests to reduce loading time
Decreasing bandwidth usage with GZIP compression
Management of the headers (expires, etags...)
Minification and concatenation of JS and CSS files
Deferred loading of images (LazyLoad)
Deferred loading of JavaScript files
Simplicity&Speed
Don't waste your time struggling with complex plugin settings. WP Rocket launches upon activation – minimal configuration, immediate results.

Page Caching
Caching creates an ultra-fast load time, essential for improving Search Engine Optimization and increasing conversions. When you turn on WP Rocket, page caching is immediately activated.

Cache Preloading
Because our crawler simulates a visit to preload the cache, the indexing of your website by search engines is instantly improved.

Images on Request
Images are loaded only as your visitor scrolls down the page, improving the load time of the page. YouTube, Facebook, Yahoo and other major websites are using this technique. Now yours can too.

Static Files Compression
WP Rocket reduces the weight of your HTML, JavaScript and CSS files through minification. Lighter files means faster load time!

Developer friendly
WP Rocket’s code is developed according to WordPress best practices. It is clean, commented and has loads of hooks so developers can easily make advanced customizations.

WP Rocket Nulled is the most powerful caching plugin in the world. Use it to improve the speed of your WordPress site, SEO rankings and conversions. No coding required.

WordPress experts recommend WP Rocket to achieve incredible speed results. 40% of people who visit a website will leave it, if it takes more than 3s to load. That’s why every website should be optimized for speed and have a powerful caching system at its core.

It’s no secret: a fast site is more likely to rank higher in search engines.

With page speed being an SEO ranking factor, the faster your pages load, the more Google (and your visitors) will love them.

1 Second Less in page load time leads to:

More Visitors
They will love browsing through you blazing fast pages
Better SEO
Google and other search engines push faster sites up the rankings
More Conversions
A stunning web performance improves conversions and revenue!
Coming from the world of website creation, Jonathan Buttigieg and Jean-Baptiste Marchand-Arvier, creators of WP Rocket have known the issues of long loading times for a while.

Fond of performance, they were frustrated with every existing cache plugin they installed.

In 2013, they developed their plugin: WP Rocket was born. Anyone can use this plugin: you don’t need to have technical skills in web performance to install it and get a fast website.

Web performance is a vast field, full of sometimes tricky and abstract technicalities. For this reason, developers embraced the WordPress philosophy: «Decision, not Options», which means applying what is necessary for the end-user.

Existing solutions are often complex to use and set up for beginners, so our priority is to create an efficient product that is easy to set up on any WordPress site.

A Seamless Configuration for Immediate Speed Results

You don’t need to be a rocket scientist to set up WP Rocket Nulled and benefit from it. The whole process takes 3 minutes flat. No coding required.

Plugin is compatible with your favorite themes and plugins. You can use Divi, Elementor, Yoast SEO, image carousels, social widgets, and all other popular blog themes and plugins without any worries.

Everyone Needs a Fast Website

From personal blogs to big eCommerce stores, WP Rocket is at the heart of any fast website.

To make your website blazing fast, WP Rocket Nulled includes options that provide immediate benefits to your website. These options apply 80% of web performance best practices, so you will benefit from better loading times right away!

Page Caching. Get your WordPress site cached right away. Caching makes your site load ultra-fast: the real key to boost your SEO and increase conversions.

Cache Preloading. Let your visitors enjoy the speedier, cached content of your site right away! WP Rocket automatically preloads the cache every time you make some changes on your web pages.

Browser Caching. Store the frequently accessed resources of your site—images, JS, CSS—in the local memory of the navigation device, be it desktop or mobile.

GZIP Compression. Compress web pages on the server and decompress them in the browser. The size of your files decreases and your visitors get your content quicker.

eCommerce Optimization. Your eCommerce will run fast and smoothly: WP Rocket excludes sensitive pages from the cache. No interference in the purchasing process.

Excellent Compatibility. Enjoy peace of mind: WP Rocket is compatible with the most popular themes and plugins and it works with the top managed WordPress hostings.

Cached Pages, Ultra-Fast Loading Time. Google and other search engines love fast websites. When the loading time of your pages increases, your readers get bored and abandon you. Don’t let this happen: take advantage of caching with WP Rocket!
WP Rocket caches your pages by creating static HTML files and making them easily available for future visitors. It also applies browser caching, asking the browser to store the commonly-used but rarely-updated files in its local cache memory.

Make Your Files Lighter. An optimal loading time also passes from the amount of files that are uploaded to your website.With WP Rocket, you can minify and combine the CSS and JS files of your site, making them faster and lighter and reducing page size.

You can optimize CSS delivery and load JS deferred to eliminate render-blocking resources and improve load time. Besides, delaying the loading of JavaScript files until user interaction will reduce initial load time. No need to touch the code: it’s all done in one click.

Media Files Loaded Only When Needed. WP Rocket includes a smart set of options to tweak the display of images and iframes on your site. With our LazyLoad, you can defer the loading of images or iframes, leaving them ”off-screen” until the users need them. Lazy-loading is a brilliant way of optimizing both perceived and real performance. It also saves the users bandwidth because they won’t have to download all your images! If your site uses WebP images, WP Rocket can also create a separate cache file to serve those, if needed.

Get the Faster Cached Version in a Blink. Cache preloading ensures your visitors get the speedier, cached versions of your site right away. WP Rocket creates the cached versions of your content right upon activation. You can preload your content manually or let WP Rocket do this automatically. Preloading will happen in a blink after WP Rocket clears the cache of posts/pages/custom post types of your site.

Besides, the sitemap-based cache preloading option automatically detects and preloads the sitemaps generated by popular WordPress SEO plugins.

A Tidy Database for a Happy Website. A clean database runs more efficiently and it also helps to speed up your site. WP Rocket provides a dedicated set of options to optimize your database and keep it lean.

You can clean up comments, posts, and transients, optimize your database tables, or schedule automatic cleanups: everything in two clicks.

Reduce Latency and Improve Availability. When your site speaks to a broad international audience, a CDN is key to improve the loading time of your website for visitors that are far away from where your server is located. If you are already using a CDN, you can integrate it in WP Rocket’s dashboard in a few clicks. As an alternative, you can use RocketCDN, WP Rocket’s custom CDN. Forget configuration headaches: the configuration is automatic to provide you with the best speed results.

Give More Power to Your Features:

WP Rocket Add-ons are a set of features that extend available options in very few steps:

Google Tracking
Facebook Pixel
Varnish Cache
Cloudflare integration
Sucuri integration
Control them with a 1-click switch.
Optimization of CSS and JavaScript. Optimizing your WordPress code doesn’t have to give you headaches. WP Rocket makes your files faster and lighter by removing unnecessary elements.

LazyLoad for Images, Iframes, and Videos. Images or Iframes load on the page only when users need to display them. This saves bandwidth, and users can browse the site a lot faster.

WebP Compatibility. WP Rocket creates a separate cache file to serve WebP images to compatible browsers. To ensure compatibility, it detects some of the common plugins you might be using for WebP.

Database Optimization. See, at a glance, how many database tables are available for optimization. You can clean up revisions, trash posts, transients, or let WP Rocket do it for you.

CDN Compatibility. It doesn’t matter what CDN provider you’re using: WP Rocket will work seamlessly with any of them. Activating CDN integration requires only one click.

Browser Caching for Google Analytics and Facebook Pixel. Since you can’t apply browser caching to Google Analytics and Facebook Pixel files, the solution is to host them locally. WP Rocket takes care of this.

Save Coding Time and Give Your Customers the Best Experience. Managing multiple websites can be time-consuming when it comes to performance optimization. With WP Rocket, improving the speed of your websites is automatic: you can deliver outstanding results to your customers by saving lots of time and energy. 80% of web performance best practices are applied immediately after the plugin’s activation.

Customize to Your Liking. Expand WP Rocket functionalities and adapt them to your needs. Use our hooks and filters to customize the caching and optimization features.

Export & Import Your Settings in Two Clicks. Enough with boring configurations to replicate on each site. Apply the same set of optimizations to multiple websites in the blink of an eye.",5,3.12.3,13/11/2022,WP Media,"Cache, Optimizers",Plugins > Caching,https://wp-rocket.me/pricing/,https://wp-rocket.me/
WPMU DEV WP Smush Pro,"The WP Smush Pro plugin allows you to compress images as much as possible through the WordPress manager.

The plugin offers:

сompress images by removing metadata from files with the Jpeg extension;
optimization of data compression in the file;
turning Gif files into indexed PNGs;
size saving is also achieved by stripping unused colors from indexed images.
A simple but effective way to compress images that will be relevant for any site.

This means, that space on hard drive is saved, the site will work with a much lower load time, especially in cases where it stores a huge number of images.

This will be relevant if you need to place a lot of images, but without losing their quality, as well as preserving the original size.

For each product, the site developer will need to place at least 1 image. If the store’s assortment is wide (and this is the main aspect for attracting visitors and increasing sales), it is necessary to show the products from the best side - this is a textual description of the product, characteristics and images of things, that you are selling. With the help of the WP Smush Pro plugin you can download a large number of image, while saving space and site resources maximally.

Activated version, fully functional without activation on an unlimited number of sites!",5,3.12.2,26/10/2022,WPMU DEV,Optimizers,Plugins > WPMUDEV,https://premium.wpmudev.org/project/wp-smush-pro/,https://premium.wpmudev.org/project/wp-smush-pro/
Elements Kit – The Ultimate Addons for Elementor Page Builder,"ElementsKit Nulled is an ultimate All in one addons for Elementor Page Builder. It includes most comprehensive modules, such as Header Footer Builder, Mega Menu Builder Layoutkit etc under the one hood. It has 55+ custom widgets to create any sites with ease. It has some most unique and powerful custom controls for Elementor, such as Image Picker, Ajax Select2, Advanced Widget and many more.

ElementsKit addon features
Header & Footer Builder. The Most advanced and easiest way to build header and footer.

Modular based and lightweight. Elements Kit Nulled build optimization in mind. We develop our plugin Modular based so if you don’t need any addons. You can enable/disable specific elements from the Elements Kit option panel to prevent overloading your website with Extra CSS or JS code you will not use which helps your website have a blazing fast performance.

50+ powerful widgets & extensions. Every widget & extension can be disabled! If you don't need something, just disable it and no assets will be loaded. So, you can reduce the extra loading time. Leverage the best addons pack for the Elementor page builder. Elementskit Nulled - ultimate Elementor addons package with lots of other features.

Packed with beautifully designed blocks. Get beautiful new designs for your website in a few seconds using our pre-made layouts. No more wasting countless boring minutes just to get a cool look.

Creative, Unique & Trendy Designs. You will get 20+ complete homepages and total 450+ blocks in our layout library.

Header & footer Builder with ElementsKit Nulled. Build custom header footer with ease, no complex settings to confuse you anymore!

Megamenu builder. Build megamenu content in Elementor with unlimited possibilities.

Build content in Elementor page builder.
Use any element-widgets you like.
100% responsive.
Neccessary Elementor addons
Add badge/ icon wherever you need.
Off-canvas style in tablet view.
Show builder content or simple lists as submenu in tablet view.
Extendable custom controls. Developers made some custom controls like Multi Widgets area, AjaxSELECT2 and Image-picker which can be used any theme and plugin by own hooks. Multi widgets are specially built for using widgets inside another widgets without any hassle. We’ve used it on Advanced tab, Advanced accordion, Off-canvas widgets in ElementsKit Nulled. You will also get all the necessary Elementor addons for Elementor page builder

",5,2.8.0,06/10/2022,XpeedStudio,"Elementor Addons, Interface",Plugins > Elementor Pro,https://wpmet.com/plugin/elementskit/,https://wpmet.com/plugin/elementskit/
"WP Content Crawler – Get content from almost any site, automatically!","The description for WP Content Crawler – Get content from almost any site automatically is not yet ready, you can click the Developer website link directly below the title on this page and read the detailed description of WP Content Crawler on the developer's website.",5,1.11.0,11/03/2021,turgutsaricam,Misc,Plugins > Code Canyon,http://wpcontentcrawler.com/demo/wp-admin/,https://codecanyon.net/item/wp-content-crawler-get-content-from-almost-any-site-automatically/15983018
"iThemes Security Pro
","iThemes Security Pro is a WordPress plugin from iThemes developers, that takes your website security to the next level. Your WordPress website needs a security strategy that includes a trusted WordPress security plugin like iThemes Security Pro. WordPress currently powers over 25% of all websites, so it has become an easy target for hackers with malicious intent.
Make sure your WordPress website is secure and protected with iThemes Security Pro. iThemes Security Pro works to fix common WordPress security issues you may not know exist. By adding an extra layer of protection, iThemes Security Pro helps give you peace of mind—and keeps the bad guys out. Here is a main plugin features:

WordPress Brute Force Protection. Limit the number of failed login attempts allowed per user with WordPress brute force protection. If someone is trying to guess your password, they'll get locked out after a few attempts.

File Change Detection. If someone manages to get into your site, they'll probably add, remove or change a file. Get email alerts showing any recent file changes so you know if you've been hacked.

404 Detection. If a bot is scanning your site for vulnerabilities, it will generate a lot of 404 errors. iThemes Security will lock out that IP after the limit you set (20 errors in 5 minutes by default).

Strong Password Enforcement. Set which level of users on your site (admins, editors, users, etc.) need to have strong passwords. Strong password enforcement is one of the best ways to lock down WordPress.

Lock Out Bad Users. Keep bad users away from your site if they have too many failed login attempts, if they generate too many 404 errors, or if they're on a bot blacklist.

Away Mode. Not making changes to your site 24 hours a day? Harden WordPress by making the WordPress dashboard inaccessible during specific hours so no one else can sneak in and attempt to make changes.

Hide Login & Admin. Change the default URL of your WordPress login area so attackers won't know where to look. This feature is also great to help clients remember their login link.

Database Backups. Schedule database backups and have them emailed to you. Make complete backups and send them to off-site storage destinations.

Email Notifications. Get email notifications when someone gets locked out after too many failed login attempts or when a file on your site has been changed.

Google reCAPTCHA Integration. Add an extra layer of protection to your most vulnerable pages such as the WP login, user registration and comments with Google's reCAPTCHA.
",5,7.2.2,14/10/2022,iThemes,Security,Plugins > Security,https://www.thedevkit.com/san-pham/itheme-security-pro/#,https://ithemes.com/security/
WPBakery Page Builder for WordPress,"WPBakery Page Builder – WordPress Page Builder Plugin with Frontend and Backend Editor

Have you ever noticed how much time you waste fighting with [shortcodes] and manually coding layouts? No more trial and error with “shortcodes magic”! Now you can design anything for any page!

Welcome to the most popular and extendable visual WordPress page builder plugin! WPBakery Page Builder is an easy to use drag and drop page builder that will help you to create any layout you can imagine fast and easy – no programming knowledge required!

WPBakery Page Builder comes with 2 types of intuitive content editors – Frontend and Backend. Create your WordPress website with backend style editor or move your page building process to frontend and instantly see any changes you make.

Not only that, WPBakery Page Builder is the first page builder that gives you full control over responsiveness. It has never been easier to create a responsive website and control how your layout (or even individual parts) behave on different devices. With inbuilt preview options, it takes only one click to instantly check how your website looks on mobile or tablets. Save your money on purchasing different devices or struggling with online tools – Visual Composer has all of these options available out of the box.

It is really easy to start building your WordPress website with WPBakery Page Builder – there are just a few clicks to make:

Simply add rows and columns to your page;
Choose from over 40+ predefined content elements (or extend WPBakery Page Builder with 200+ unique addons);
Drag elements around your page or post to quickly re-arrange them;
Quickly adjust your element settings with the help of intuitive UI offering multiple options and variations.
And that’s not all! If you are short on time take a look at 60+ predefined layout templates, created by web design professionals, to build your page or post layout literally in seconds.

Your web developer (if you have any) will love WPBakery as well. VC developers offer a comprehensive knowledge base describing developer API so you can extend WPBakery. For those who don’t wish to code, plugin offers Shortcode Mapper allowing you to add 3rd party shortcodes to your WPBakery content elements. With WPBakery you can work on new or existing websites as it will recognise your existing content and adapt to any WordPress website. Forget about page builders tailored for a specific theme to get you locked up – WPBakery Page Builder Nulled works with any WordPress theme.

WPBakery Page Builder is the #1 Best Selling drag and drop frontend and backend page builder plugin on the market – already powering 1,000,000+ websites. Join now and start creating beautiful WordPress websites in no time with minimum effort, and – of course – no coding and [shortcodes].

WPBakery Page Builder Nulled Features
Intuitive Drag and Drop Interface
Lightweight, easy to use interface that you and your clients will love. Creating pages and posts is easier than ever. No programming knowledge required!

Easily Extendable
Third party developers, please join the party! Create your own plugins for WPBakery Page Builder for your themes, or for sale.

Frontend Editor
Enjoy a “What You See Is What You Get” page building experience with our amazing frontend editor. See how your content will look on the frontend, instantly, with no additional clicks or switches.

Backend Editor
Prefer to work on backend? No problem! The plugin still supports native content management on the backend, with all the important functions and options at your fingertips.

Object Oriented Code
Plugin uses the most advanced and most effective programming patterns, to get the best results for your site.

Multilingual Ready
.po and .mo files included, for easy translation (BG, DE, ES, IR, FR, IT, JP, NL, PL, BR, RU, TW contributed by users).

Template System
Copy or re-use existing pages, and save templates for later. Build posts using 40+ professional, pre-defined layouts from the WPBakery team. Define default templates for certain post types.

Responsive Design
Your content will look great on both desktop and mobile sites. Take full control over responsive design – define column size, offsets and display options. Instantly check out how your content is displayed.

User Role Manager
Control user group role access to the features and options of WPBakery Page Builder – manage WordPress default and custom roles.

Custom Post Types Support
Works with any post type… Yes, even custom post types!

Shortcode Mapper
No more shortcode copy/paste. Add any third party shortcode to the list of VC menu elements for re-use. Edit params, values and descriptions.

Design Options
Control how elements look with new Design Options. Set borders, margins, paddings, border radius and background with a few simple clicks. Use color panel and alpha to enhance your design. Create up to date design solutions with ease.

Multi-language Support
The plugin is compatible with qTranslate X, Polylang and powerful WPML. Build multi-language websites with WPBakery Page Builder.

SEO Friendly
The plugin is fully compatible with most popular SEO plugins by Yoast. Make sure your page is getting the attention it deserves!

Woo Commerce Support
Running a Woo Commerce powered e-shop? No problem. The plugin is fully compatible with Woo Commerce. Even better – all of the Woo Commerce shortcodes are now available in the WPBakery Page Builder Element Menu, once you have both plugins installed.

Advanced Grid Builder
WPBakery Page Builder has 40+ predefined grid templates for displaying posts, pages, custom post types and media, in grid or masonry grid. Don’t like predefined templates? Create your own grid element using Grid Builder.

Full Width and Height Rows
Create full width and height rows with smart stretching options. Control stretching params – stretch just the background, or background with content. Control element placement – in the middle or on top. Build sections in seconds.

Parallax Background for Rows
Add parallax style background rows. Combine Design Options and parallax background to create even more advanced layouts.

Video Background
Insert YouTube videos into row backgrounds to create dynamic and visually appealing effects. Combine YouTube video background parallax effect.

Image Filters
Transform your images by applying unique professional image filters to any image from your Media Library. Align your image style in every image-powered element – and even featured images – by choosing filters from 20+ available presets.

Element Presets
A simple WPBakery Page Builder template tool for content elements, to streamline content management. Save content element presets directly from the element param window, and set default states for even faster access to your styles.

Column Height, Gaps and Position
Control height of your columns by applying equal height option. Set gaps between columns or merge them together with one click. Control position of columns and content within columns with vertical alignment.

Advanced Custom Fields Support
WPBakery Page Builder is fully compatible with Advanced Custom Fields (ACF) plugin allowing you to combine power of both plugins to manage and display custom fields on your WordPress website.

Icon Sets and Social Icons
Add icons from most popular icons libraries like ‘Font Awesome’ with one click only. Add social icons to your WordPress website with icon libraries and specify links.

Hide Content
Hide parts of content from your website visitors with one click Disable Row option. Manage your campaign of hide work in progress easy.",5,6.1,17/10/2022,wpbakery,"Builders, WPBakery Page Builder",Plugins > Code Canyon,https://wpbakery.com/cc/?utm_campaign=codecanyon&utm_source=vc_description_page&utm_medium=live_preview,https://codecanyon.net/item/visual-composer-page-builder-for-wordpress/242431
